FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;;7,01708;;
140101;0000;;7,1302;;
150101;0000;;5,80863;;
160101;0000;;7,01209;;
170101;0000;;;5,83507;
180101;0000;;;6,37607;
