FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
131001;0000;;24,2605;;
131101;0000;;27,0317;;
131201;0000;;28,2852;;
140101;0000;;30,8203;;
140201;0000;;27,6297;;
140301;0000;;27,2964;;
140401;0000;;32,7705;;
140501;0000;;26,0943;22,3804;
140601;0000;;24,4131;;
140701;0000;;21,6028;;
140801;0000;;24,1381;;
140901;0000;;20,1341;;
141001;0000;;25,8469;30,1489;
141101;0000;;27,0928;20,4733;
141201;0000;;22,1684;23,8806;
150101;0000;;27,22;29,8723;
150201;0000;;38,0844;32,1312;
150301;0000;;34,435;;
150401;0000;;36,0871;;
150501;0000;;28,7555;35,0791;
150601;0000;;34,3847;38,7424;
150701;0000;;26,9717;23,4853;
150801;0000;;22,6449;;
150901;0000;;19,279;;
151001;0000;;14,7531;;
151101;0000;;18,664;15,4522;
151201;0000;;19,0463;;
160101;0000;;26,0482;;
160201;0000;;37,5474;27,6209;
160301;0000;;35,1058;;
160401;0000;;26,0474;;
160501;0000;;23,4421;;
160601;0000;;29,6848;35,9282;
160701;0000;;25,3913;;
160801;0000;;28,9362;;
160901;0000;;30,1075;;
161001;0000;;12,2455;;
161101;0000;;16,9862;12,9426;
161201;0000;;;13,3858;
170101;0000;;;25,0446;
170201;0000;;;29,8998;
170301;0000;;;35,3261;
170401;0000;;;32,9129;
170501;0000;;;23,2069;
170601;0000;;;19,3667;
170701;0000;;;24,5333;
170801;0000;;;18,7742;
170901;0000;;;27,2069;
171001;0000;;;23,5806;
171101;0000;;;29,3333;
171201;0000;;;29,2903;
180101;0000;;;29,871;
180201;0000;;;29,3929;
180301;0000;;;31,3571;
180401;0000;;;29,4828;
180501;0000;;;32,6774;
180601;0000;;;26,3667;
180701;0000;;;22,3871;
180801;0000;;;29,0645;
180901;0000;;;29,4333;
181001;0000;;;26,1923;
