FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
120201;0000;;14,612;7,50875;
120301;0000;;9,84311;12,454;
120401;0000;;17,079;10,4426;
120501;0000;;11,4528;4,00797;
120601;0000;;5,80735;;
120701;0000;;10,9769;15,1974;
120801;0000;;10,8061;14,8173;
120901;0000;;11,8355;;
121001;0000;;12,1194;;
121101;0000;;11,4594;;
121201;0000;;9,94596;;
130101;0000;;11,4878;;
130201;0000;;15,0853;;
130301;0000;;15,8421;;
130401;0000;;19,7527;;
130501;0000;;13,4224;;
130601;0000;;11,6832;;
130701;0000;;5,22328;;
130801;0000;;13,7022;;
130901;0000;;9,08547;;
131001;0000;;12,1637;;
131101;0000;;11,0998;;
131201;0000;;15,5319;;
140101;0000;;8,9952;;
140201;0000;;8,18002;;
140301;0000;;7,63322;;
140401;0000;;13,8796;;
140501;0000;;24,0618;13,5955;
140601;0000;;9,06334;;
140701;0000;;10,3654;;
140801;0000;;10,6522;;
140901;0000;;10,3799;;
141001;0000;;14,662;15,0813;
141101;0000;;14,2799;11,3556;
141201;0000;;11,0873;19,278;
150101;0000;;13,6139;13,6968;
150201;0000;;13,6225;9,28332;
150301;0000;;11,8156;;
150401;0000;;11,7574;;
150501;0000;;11,155;21,5505;
150601;0000;;11,7798;15,6815;
150701;0000;;13,9736;9,62457;
150801;0000;;12,0113;;
150901;0000;;7,59415;;
151001;0000;;3,55352;;
151101;0000;;10,3585;8,37996;
151201;0000;;13,1702;;
160101;0000;;7,90423;;
160201;0000;;13,7039;6,04991;
160301;0000;;9,468;;
160401;0000;;7,2302;;
160501;0000;;11,5827;;
160601;0000;;11,9081;9,48516;
160701;0000;;13,0543;;
160801;0000;;11,8808;;
160901;0000;;15,2147;;
161001;0000;;6,04766;;
161101;0000;;16,7422;7,84379;
161201;0000;;;11,5788;
170101;0000;;;16,194;
170201;0000;;;16,6155;
170301;0000;;;11,2601;
170401;0000;;;11,0076;
170501;0000;;;5,04483;
170601;0000;;;3,85567;
170701;0000;;;6,799;
170801;0000;;;9,01839;
170901;0000;;;8,64414;
171001;0000;;;9,95968;
171101;0000;;;15,2117;
171201;0000;;;17,46;
180101;0000;;;14,711;
180201;0000;;;18,5661;
180301;0000;;;7,91226;
180401;0000;;;12,2659;
180501;0000;;;19,5119;
180601;0000;;;11,153;
180701;0000;;;7,82806;
180801;0000;;;10,0345;
180901;0000;;;9,75833;
181001;0000;;;6,95346;
